Unit ID,Unit name,Unit name local script,Fuel type,Unit type,Country,"Subnational unit (province, state)",Latitude,Longitude,Location accuracy,Status,Status year,Discovery year,Production start year,Operator,Owner,Parent,Basin,Concession / block,Project or complex,Government unit ID,Wiki URL,Wiki URL local
OG0000001,Matzen,,oil and gas,field,Austria,,48.41667,16.71667,approximate,operating,2014,1949,1951,OMV,,,,,,,https://www.gem.wiki/Matzen_Oil_and_Gas_Field_(Austria),
OG0000002,Abalone,Abalone,oil and gas,field,Brazil,,-21.36,-39.612,exact,operating,2019,2001,2009,Shell Brasil Petróleo Ltda.,Shell Brasil (50%);ONGC Campos (27%);QPI Brasil (23%),Shell plc (50%);Oil and Natural Gas Corporation Limited (ONGC) (27%);Qatar Petroleum (23%),,,,,https://www.gem.wiki/Abalone_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Abalone_(Brasil)
OG0000006,Aguilhada,Aguilhada,oil and gas,field,Brazil,,-10.686,-36.889,exact,operating,2019,1966,1969,,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Aguilhada_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Aguilhada_(Brasil)
OG0000007,Agulha,Agulha,oil and gas,field,Brazil,,-4.899,-36.262,exact,operating,2019,1975,1979,,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Agulha_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Agulha_(Brasil)
OG0000008,Albacora,Albacora,oil and gas,field,Brazil,,-22.131,-39.961,exact,operating,2020,1984,1987,Petrobras,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Albacora_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Albacora_(Brasil)
OG0000009,Albacora Leste,Albacora Leste,oil and gas,field,Brazil,,-22.111,-39.746,exact,operating,2019,1986,1998,Petrobras,Petrobras (90%);Repsol Sinopec Resources UK Limited (10%),Petrobras (90%);Petróleo Brasileiro S.A. (90%);Repsol SA (5.1%);SINOPEC (4.9%),,,,,https://www.gem.wiki/Albacora_Leste_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Albacora_Leste_(Brasil)
OG0000012,Alto do Rodrigues,Alto do Rodrigues,oil and gas,field,Brazil,,-5.316,-36.734,exact,operating,2019,1981,1981,,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Alto_do_Rodrigues_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Alto_do_Rodrigues_(Brasil)
OG0000013,Anambé,Anambé,oil and gas,field,Brazil,,-9.737,-36.073,exact,operating,2019,2004,2005,,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Anambé_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Anambé_(Brasil)
OG0000016,Tupi (non-contracted area),Tupi (Área não contratada),oil and gas,field,Brazil,,-24.6499,-43.4723,approximate,operating,2020,,,,,,Santos,,,,https://www.gem.wiki/Tupi_(non-contracted_area)_Oil_and_Gas_Field_(Brazil),https://gem.wiki/Campo_de_Petróleo_e_Gás_Tupi_(Área_não_contratada)_(Brasil)
OG0000018,Anequim,Anequim,oil and gas,field,Brazil,,-22.39,-40.524,exact,operating,2019,1981,1985,Petrobras,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Anequim_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Anequim_(Brasil)
OG0000022,Arabaiana,Arabaiana,oil and gas,field,Brazil,,-4.712,-36.733,exact,operating,2019,1986,2002,Petrobras,Petro-Victory (70%);Perícia (30%),Petro-Victory Energy Corp. (70%);Perícia (30%),,,,,https://www.gem.wiki/Arabaiana_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Arabaiana_(Brasil)
OG0000027,Aratum,Aratum,oil and gas,field,Brazil,,-5.044,-36.565,exact,operating,2019,1982,1987,Petrobras,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Aratum_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Aratum_(Brasil)
OG0000029,Araças Leste,Araças Leste,oil and gas,field,Brazil,,-12.136,-38.109,exact,in development,2019,2007,2008,Egesa Engenharia S.A.,Guindastes Brasil (100%),Guindastes Brasil (100%),,,,,https://www.gem.wiki/Araças_Leste_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Araças_Leste_(Brasil)
OG0000030,Araçás,Araçás,oil and gas,field,Brazil,,-12.137,-38.171,exact,operating,2019,1965,1965,Petrobras,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Araçás_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Araçás_(Brasil)
OG0000031,Argonauta,Argonauta,oil and gas,field,Brazil,,-21.205,-39.853,exact,operating,2019,2000,2010,Shell Brasil Petróleo Ltda.,Shell Brasil (50%);ONGC Campos (27%);QPI Brasil (23%),Shell plc (50%);Oil and Natural Gas Corporation Limited (ONGC) (27%);Qatar Petroleum (23%),,,,,https://www.gem.wiki/Argonauta_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Argonauta_(Brasil)
OG0000036,Atapu,Atapu,oil and gas,field,Brazil,,-24.952,-42.469,exact,operating,2020,2013,2020,Petrobras,Petrobras (89.3%);Shell (4.3%);TotalEnergies (3.8%);Petrogal Brasil (1.7%);PPSA (0.9%),"Petrobras (89.3%);Petróleo Brasileiro S.A. (89.3%);Shell plc (4.3%);TotalEnergies (3.8%);Galp Energia, SGPS, S.A. (1.7%);Pré-Sal Petróleo S.A. (0.9%)",,,,,https://www.gem.wiki/Atapu_Oil_and_Gas_Field_(Brazil),https://gem.wiki/Campo_de_Petróleo_e_Gás_Atapu_(Brasil)
OG0000037,Atlanta,Atlanta,oil and gas,field,Brazil,,-24.113,-41.893,exact,operating,2019,2001,,Enauta Energia,Barra Energia (50%);Enauta Energia S/A (50%),Barra Energia do Brasil Petróleo e Gás Ltda. (50%);Enauta Energia SA (50%),,,,,https://www.gem.wiki/Atlanta_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Atlanta_(Brasil)
OG0000038,Atum,Atum,oil and gas,field,Brazil,,-2.972,-38.971,exact,operating,2019,1979,1983,Petrobras,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Atum_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Atum_(Brasil)
OG0000039,Azulão,Azulão,gas,field,Brazil,,-2.733,-58.178,exact,operating,2021,1999,2021,Eneva S.A.,Eneva (100%),Eneva (100%),,,,,https://www.gem.wiki/Azulão_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Gás_Azulão_(Brasil)
OG0000042,Badejo,Badejo,oil and gas,field,Brazil,,-22.693,-40.868,exact,operating,2019,1975,1981,Petrobras,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Badejo_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Badejo_(Brasil)
OG0000043,Bagre,Bagre,oil and gas,field,Brazil,,-22.413,-40.474,exact,operating,2019,1975,1984,Petrobras,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Bagre_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Bagre_(Brasil)
OG0000044,Baixa do Algodão,Baixa do Algodão,oil and gas,field,Brazil,,-5.371,-37.632,exact,operating,2019,1986,1986,Petrobras,Potiguar E&P SA (100%),Petroreconcavo (100%),,,,,https://www.gem.wiki/Baixa_do_Algodão_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Baixa_do_Algodão_(Brasil)
OG0000046,Baleia Anã,Baleia Anã,oil and gas,field,Brazil,,-21.148,-39.98,exact,operating,2019,2003,,Petrobras,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Baleia_Anã_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Baleia_Anã_(Brasil)
OG0000049,Barracuda,Barracuda,oil and gas,field,Brazil,,-22.564,-40.241,exact,operating,2020,1990,1997,Petrobras,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Barracuda_Oil_and_Gas_Field_(Brazil),https://gem.wiki/Campo_de_Petróleo_e_Gás_Barracuda_(Brasil)
OG0000053,Baúna,Baúna,oil and gas,field,Brazil,,-26.437,-46.527,exact,operating,2019,2008,2012,Petrobras,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Baúna_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Baúna_(Brasil)
OG0000056,Benfica,Benfica,oil and gas,field,Brazil,,-5.022,-37.051,exact,operating,2019,1997,1997,Petrobras,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Benfica_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Benfica_(Brasil)
OG0000057,Berbigão,Berbigão,oil and gas,field,Brazil,,-25.003,-42.7,exact,operating,2020,2008,2019,Petrobras,Barra Energia (50%);Enauta Energia S/A (50%),Barra Energia do Brasil Petróleo e Gás Ltda. (50%);Enauta Energia SA (50%),,,,,https://www.gem.wiki/Berbigão_Oil_and_Gas_Field_(Brazil),https://gem.wiki/Campo_de_Petróleo_e_Gás_Berbigão_(Brasil)
OG0000058,Bicudo,Bicudo,oil and gas,field,Brazil,,-22.759,-40.707,exact,operating,2019,1976,1982,Petrobras,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Bicudo_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Bicudo_(Brasil)
OG0000060,Bijupirá,Bijupirá,oil and gas,field,Brazil,,-22.654,-40.391,exact,operating,2019,1990,1993,Shell Brasil Petróleo Ltda.,Shell Brasil (80%);Petrobras (20%),Shell plc (80%);Petrobras (20%);Petróleo Brasileiro S.A. (20%),,,,,https://www.gem.wiki/Bijupirá_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Bijupirá_(Brasil)
OG0000063,Boa Esperança,Boa Esperança,oil and gas,field,Brazil,,-5.485,-37.644,exact,operating,2019,1997,1997,Petrobras,Potiguar E&P SA (100%),Petroreconcavo (100%),,,,,https://www.gem.wiki/Boa_Esperança_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Boa_Esperança_(Brasil)
OG0000064,Boa Vista,Boa Vista,oil and gas,field,Brazil,,-5.02,-37.025,exact,operating,2019,1994,1994,Petrobras,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Boa_Vista_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Boa_Vista_(Brasil)
OG0000066,Bonito,Bonito,oil and gas,field,Brazil,,-22.73,-40.635,exact,operating,2019,1977,1979,Petrobras,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Bonito_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Bonito_(Brasil)
OG0000068,Brejinho (Petrobras),Brejinho (Petrobras),oil and gas,field,Brazil,,-12.354,-38.527,exact,operating,2019,1960,1961,Petrobras,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Brejinho_(Petrobras)_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Brejinho_(Petrobras)_(Brasil)
OG0000071,Buracica,Buracica,oil and gas,field,Brazil,,-12.209,-38.484,exact,operating,2019,1959,1959,Petrobras,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Buracica_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Buracica_(Brasil)
OG0000072,Búzios,Búzios,oil and gas,field,Brazil,,-24.657,-42.498,exact,operating,2020,2010,2015,Petrobras,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Búzios_Oil_and_Gas_Field_(Brazil),https://gem.wiki/Campo_de_Petróleo_e_Gás_Búzios_(Brasil)
OG0000076,Cachalote,Cachalote,oil and gas,field,Brazil,,-21.151,-40.07,exact,operating,2019,2002,2008,Petrobras,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Cachalote_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Cachalote_(Brasil)
OG0000080,Camarupim,Camarupim,oil and gas,field,Brazil,,-19.935,-39.62,exact,operating,2019,2003,2009,Petrobras,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Camarupim_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Camarupim_(Brasil)
OG0000092,Candeias,Candeias,oil and gas,field,Brazil,,-12.715,-38.542,exact,operating,2019,1941,1941,Petrobras,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Candeias_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Candeias_(Brasil)
OG0000102,Caratinga,Caratinga,oil and gas,field,Brazil,,-22.671,-40.245,exact,operating,2020,1994,1997,,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Caratinga_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Caratinga_(Brasil)
OG0000109,Carmópolis,Carmópolis,oil and gas,field,Brazil,,-10.691,-37.023,exact,operating,2019,1963,1963,Petrobras,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Carmópolis_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Carmópolis_(Brasil)
OG0000146,Estreito,Estreito,oil and gas,field,Brazil,,-5.389,-36.869,exact,operating,2019,1982,1982,Petrobras,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Estreito_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Estreito_(Brasil)
OG0000177,Frade,Frade,oil and gas,field,Brazil,,-21.9,-39.858,exact,operating,2019,1986,2009,PetroRio,Petro Rio Jaguar (51.7%);Petrobras (30%);Frade Japan Petroleum Ltda (18.3%),PetroRio SA (51.7%);Petrobras (30%);Petróleo Brasileiro S.A. (30%);PetroRio SA (18.3%),,,,,https://www.gem.wiki/Frade_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Frade_(Brasil)
OG0000198,Guamaré,Guamaré,oil and gas,field,Brazil,,-5.182,-36.423,exact,operating,2019,1982,1983,Petrobras,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Guamaré_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Guamaré_(Brasil)
OG0000216,Itapu,Itapu,oil and gas,field,Brazil,,-24.766,-42.708,exact,in development,2019,2012,,Petrobras,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Itapu_Oil_and_Gas_Field_(Brazil),https://gem.wiki/Campo_de_Petróleo_e_Gás_Itapu_(Brasil)
OG0000230,Jubarte,Jubarte,oil and gas,field,Brazil,,-21.321,-40.023,exact,operating,2020,2001,2002,Petrobras,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Jubarte_Oil_and_Gas_Field_(Brazil),https://gem.wiki/Campo_de_Petróleo_e_Gás_Jubarte_(Brasil)
OG0000249,Lapa,Lapa,oil and gas,field,Brazil,,-25.561,-43.483,exact,operating,2020,2007,2016,TotalEnergies E&P do Brasil,TotalEnergies E&P do Brasil (35%);Shell Brasil (30%);Repsol Sinopec Resources UK Limited (25%);Petrobras (10%),TotalEnergies (35%);Shell plc (30%);Repsol SA (12.8%);SINOPEC (12.2%);Petrobras (10%);Petróleo Brasileiro S.A. (10%),,,,,https://www.gem.wiki/Lapa_Oil_and_Gas_Field_(Brazil),https://gem.wiki/Campo_de_Petróleo_e_Gás_Lapa_(Brasil)
OG0000252,Leste do Urucu,Leste do Urucu,oil and gas,field,Brazil,,-4.857,-65.123,exact,operating,2019,1987,1992,Petrobras,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Leste_do_Urucu_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Leste_do_Urucu_(Brasil)
OG0000253,Libra,Libra,oil,field,Brazil,,,,,operating,2017,2010,2017,,Petrobras (40%);Shell (20%);TotalEnergies (20%);CNOOC Limited (10%);CNPC (10%),Petrobras (40%);Petróleo Brasileiro S.A. (40%);Shell plc (20%);TotalEnergies (20%);CNOOC Limited (10%);China National Petroleum Corporation (10%),,,,,https://www.gem.wiki/Libra_Oil_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_Libra_(Brasil)
OG0000261,Manati,Manati,oil and gas,field,Brazil,,-13.458,-38.791,exact,operating,2019,2000,2007,Petrobras,Enauta Energia S/A (45%);Petrobras (35%);GeoPark Brasil (10%);Brasoil Manati (10%),Enauta Energia SA (45%);Petrobras (35%);Petróleo Brasileiro S.A. (35%);GeoPark (10%);PetroRio S.A. (10%),,,,,https://www.gem.wiki/Manati_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Manati_(Brasil)
OG0000269,Marlim,Marlim,oil and gas,field,Brazil,,-22.424,-40.071,exact,operating,2020,1985,1991,Petrobras,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Marlim_Oil_and_Gas_Field_(Brazil),https://gem.wiki/Campo_de_Petróleo_e_Gás_Marlim_(Brasil)
OG0000270,Marlim Leste,Marlim Leste,oil and gas,field,Brazil,,-22.427,-39.913,exact,operating,2020,1987,2000,Petrobras,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Marlim_Leste_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Marlim_Leste_(Brasil)
OG0000271,Marlim Sul,Marlim Sul,oil and gas,field,Brazil,,-22.628,-40.005,exact,operating,2020,1987,1994,Petrobras,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Marlim_Sul_Oil_and_Gas_Field_(Brazil),https://gem.wiki/Campo_de_Petróleo_e_Gás_Marlim_Sul_(Brasil)
OG0000272,Maromba,Maromba,oil and gas,field,Brazil,,-23.487,-41.249,exact,in development,2019,2003,2022 (expected),BW Offshore,BW Offshore (100%),BW Offshore (100%),,,,,https://www.gem.wiki/Maromba_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Maromba_(Brasil)
OG0000279,Mero,Mero,oil and gas,field,Brazil,,-24.612,-42.22,exact,operating,2020,2010,,,Petrobras (40%);Shell Brasil (20%);TotalEnergies E&P do Brasil (20%);CNODC Brasil (10%);CNOOC Petroleum (10%),Petrobras (40%);Petróleo Brasileiro S.A. (40%);Shell plc (20%);TotalEnergies (20%);China National Oil and Gas Exploration and Development Co. (10%);CNOOC Limited (10%),,,,,https://www.gem.wiki/Mero_Oil_and_Gas_Field_(Brazil),https://gem.wiki/Campo_de_Petróleo_e_Gás_Mero_(Brasil)
OG0000280,Mexilhão,Mexilhão,oil and gas,field,Brazil,,-24.476,-44.18,exact,operating,2019,2001,2011,Petrobras,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Mexilhão_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Mexilhão_(Brasil)
OG0000295,Nordeste de Sapinhoá,Nordeste de Sapinhoá,oil and gas,field,Brazil,,-25.71,-43.097,exact,operating,2020,2018,,,Petrobras (45%);Shell Brasil (30%);Repsol Sinopec Resources UK Limited (25%),Petrobras (45%);Petróleo Brasileiro S.A. (45%);Shell plc (30%);Repsol SA (12.8%);SINOPEC (12.2%),,,,,https://www.gem.wiki/Nordeste_de_Sapinhoá_Oil_and_Gas_Field_(Brazil),https://gem.wiki/Campo_de_Petróleo_e_Gás_Nordeste_de_Sapinhoá_(Brasil)
OG0000296,Noroeste de Sapinhoá,Noroeste de Sapinhoá,oil and gas,field,Brazil,,-25.686,-43.198,exact,operating,2020,2018,,,Petrobras (45%);Shell Brasil (30%);Repsol Sinopec Resources UK Limited (25%),Petrobras (45%);Petróleo Brasileiro S.A. (45%);Shell plc (30%);Repsol SA (12.8%);SINOPEC (12.2%),,,,,https://www.gem.wiki/Noroeste_de_Sapinhoá_Oil_and_Gas_Field_(Brazil),https://gem.wiki/Campo_de_Petróleo_e_Gás_Noroeste_de_Sapinhoá_(Brasil)
OG0000301,Oeste de Atapu,Oeste de Atapu,oil and gas,field,Brazil,,-24.952,-42.518,exact,operating,2020,,,,Petrobras (42.5%);Shell Brasil (25%);TotalEnergies E&P do Brasil (22.5%);Petrogal Brasil (10%),"Petrobras (42.5%);Petróleo Brasileiro S.A. (42.5%);Shell plc (25%);TotalEnergies (22.5%);Galp Energia, SGPS, S.A. (10%)",,,,,https://www.gem.wiki/Oeste_de_Atapu_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Oeste_de_Atapu_(Brasil)
OG0000304,Ostra,Ostra,oil and gas,field,Brazil,,-21.214,-39.661,exact,operating,2019,2002,2009,Shell Brasil Petróleo Ltda.,Shell Brasil (50%);ONGC Campos (27%);QPI Brasil (23%),Shell plc (50%);Oil and Natural Gas Corporation Limited (ONGC) (27%);Qatar Petroleum (23%),,,,,https://www.gem.wiki/Ostra_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Ostra_(Brasil)
OG0000311,Papa-Terra,Papa-Terra,oil and gas,field,Brazil,,-23.521,-41.069,exact,operating,2019,2003,2013,Petrobras,Petrobras (62.5%);Chevron Brasil (37.5%),Petrobras (62.5%);Petróleo Brasileiro S.A. (62.5%);Chevron Corporation (37.5%),,,,,https://www.gem.wiki/Papa-Terra_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Papa-Terra_(Brasil)
OG0000322,Peregrino,Peregrino,oil and gas,field,Brazil,,-23.325,-41.252,exact,operating,2019,2004,2011,Statoil Brasil Óleo e Gás Ltda.,Equinor Brasil (60%);Sinochem Petróleo (40%),Equinor ASA (60%);Sinochem Holdings Corporation Ltd. (40%),,,,,https://www.gem.wiki/Peregrino_Oil_and_Gas_Field_(Brazil),https://gem.wiki/Campo_de_Petróleo_e_Gás_Peregrino_(Brasil)
OG0000339,Polvo,Polvo,oil and gas,field,Brazil,,-23.1,-40.98,exact,operating,2019,2004,2007,HRT O&G Exploração e Produção de Petróleo Ltda.,Petro Rio O&G (100%),PetroRio SA (100%),,,,,https://www.gem.wiki/Polvo_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Polvo_(Brasil)
OG0000377,Rio Urucu,Rio Urucu,oil and gas,field,Brazil,,-4.864,-65.287,exact,operating,2019,1986,1988,Petrobras,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,,,,https://www.gem.wiki/Rio_Urucu_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Rio_Urucu_(Brasil)
OG0000383,Roncador,Roncador,oil and gas,field,Brazil,,-21.94,-39.746,exact,operating,2019,1996,1999,Petrobras,Petrobras (75%);Equinor Energy AS (25%),Petrobras (75%);Petróleo Brasileiro S.A. (75%);Equinor ASA (25%),,,,,https://www.gem.wiki/Roncador_Oil_and_Gas_Field_(Brazil),https://gem.wiki/Campo_de_Petróleo_e_Gás_Roncador_(Brasil)
OG0000394,Sapinhoá,Sapinhoá,oil and gas,field,Brazil,,-25.768,-43.193,exact,operating,2020,2008,2013,Petrobras,Petrobras (45%);Royal Dutch Shell (30%);Repsol Sinopec Resources UK Limited (25%),Petrobras (45%);Petróleo Brasileiro S.A. (45%);Shell plc (nan%);Repsol SA (12.8%);SINOPEC (12.2%),,,,,https://www.gem.wiki/Sapinhoá_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Campo_de_Petróleo_e_Gás_Sapinhoá_(Brasil)
OG0000399,Sepia,Sepia,oil and gas,field,Brazil,,-25.208,-42.545,exact,operating,2021,2012,2021,Petrobras,Petrobras (80%);Petrogal Brasil (20%),"Petrobras (80%);Petróleo Brasileiro S.A. (80%);Galp Energia, SGPS, S.A. (20%)",,,Sepia,,https://www.gem.wiki/Sepia_Oil_and_Gas_Field_(Brazil),https://gem.wiki/Campo_de_Petróleo_e_Gás_Sepia_(Brasil)
OG0000400,Sepia Leste,Sepia Leste,oil and gas,field,Brazil,,-25.209,-42.484,exact,operating,2021,2008,2021,Petrobras,Petrobras (80%);Petrogal Brasil (20%),"Petrobras (80%);Petróleo Brasileiro S.A. (80%);Galp Energia, SGPS, S.A. (20%)",,,Sepia,,https://www.gem.wiki/Sepia_Leste_Oil_and_Gas_Field_(Brazil),https://gem.wiki/Campo_de_Petróleo_e_Gás_Sepia_Leste_(Brasil)
OG0000413,Sudoeste de Sapinhoá,Sudoeste de Sapinhoá,oil and gas,field,Brazil,,-25.866,-43.265,exact,operating,2020,2018,,,Petrobras (45%);Shell Brasil (30%);Repsol Sinopec Resources UK Limited (25%),Petrobras (45%);Petróleo Brasileiro S.A. (45%);Shell plc (30%);Repsol SA (12.8%);SINOPEC (12.2%),,,,,https://www.gem.wiki/Sudoeste_de_Sapinhoá_Oil_and_Gas_Field_(Brazil),https://gem.wiki/Campo_de_Petróleo_e_Gás_Sudoeste_de_Sapinhoá_(Brasil)
OG0000419,Sul de Tupi,Sul de Tupi,oil and gas,field,Brazil,,-25.688,-42.834,exact,operating,2020,2013,,Petrobras,,,,,,,https://www.gem.wiki/Sul_de_Tupi_Oil_and_Gas_Field_(Brazil),https://gem.wiki/Campo_de_Petróleo_e_Gás_Sul_de_Tupi_(Brasil)
